facility_id,name,mineral_type,category,latitude,longitude,state,district,lease_area_ha,owner,ownership_type,mining_method,mineral_class,source,location_precision
38TMN11046,VEERACHIPALAYAM,Limestone,mining,11.451504009772783,77.80508577462716,TAMIL NADU,Namakkal,0.493141779534,KARUNA MINES & MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11074,SRI SAKTHI MINES AND MINERALS,Limestone,mining,11.448633400465557,77.80405458141456,TAMIL NADU,Salem,1.49756818491,SIVAYALG,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24053,REDDIPALAYAM      (PRNO.13493),Limestone,mining,11.102084300837893,79.15504053478898,TAMIL NADU,Ariyalur,0.942714178252,KUMARAN MINES AND MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24059,OLAIPADI (WEST),Limestone,mining,11.318666854425535,79.07829526923172,TAMIL NADU,Perambalur,1.65041445676,INDUSTRIAL CHEMICALS & MONOMERS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28024,RADHA CHEMICALS,Limestone,mining,10.76375347172106,78.28498177082095,TAMIL NADU,Karur,7.43349635784,PANNEERSELVAM K,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN14041,MEENACHI MINERALS & CHEMICALS,Limestone,mining,10.964694052770223,78.55705438839632,TAMIL NADU,Tiruchirappalli,3.34635839529,MAHADEVAN N,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15080,GANGAINADARKULAM  (GONO.8975),Limestone,mining,8.57597244701093,77.6332521145518,TAMIL NADU,Tirunelveli,4.41827816101,TRANSWORLD MINING INDUSTRIES (P) LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23011,SRI SEN MINERALS,Limestone,mining,11.120194164601681,78.15591024264879,TAMIL NADU,Namakkal,0.498265123789,APPUSAMYR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN11010,SRI VENKATESWARA MAGNESITE MINES,Magnesite,mining,11.722404502015719,78.10704036709222,TAMIL NADU,Salem,20.1257283968,KESAVANA,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23040,SOWDHAPURAAM & PALLAKKAPALAYAM,Limestone,mining,11.43707386117407,77.78984619605194,TAMIL NADU,Namakkal,24.1219151038,CHEMPLAST SANMAR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15027,THALAIYUTHU   (GONO.148),Limestone,mining,8.814450578998338,77.72767085420031,TAMIL NADU,Tirunelveli,96.3501922408,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
28TMN32004,ARASANUR,Graphite,mining,9.87528096089925,78.35865285358447,TAMIL NADU,Sivaganga,26.402096627,GEM GRAPHITE,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15081,GANGAINADARKULAM (GONO.8974),Limestone,mining,8.576431866354229,77.63154806235858,TAMIL NADU,Tirunelveli,4.05139620358,TRANSWORLD MINING INDUSTRIES (P) LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11119,DEVANNAGOUNDANUR,Limestone,mining,11.503863524425391,77.8474411401809,TAMIL NADU,Salem,1.6475743694,MM.MINES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN14043,VEL INDUSTRIES,Limestone,mining,10.952369676211427,78.91700060409684,TAMIL NADU,Tiruchirappalli,2.54447052156,SUBRAMANIANS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN14057,SATHAMMAI CHEMICALS,Limestone,mining,10.951679322798757,78.91362040325689,TAMIL NADU,Tiruchirappalli,1.95659148461,SARAVANANS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15079,SRI RAM MINES,Limestone,mining,8.805044033157257,77.69682363736497,TAMIL NADU,Tirunelveli,4.83167801604,AMMANI AMMAL M,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
28TMN32005,ENATHI,Graphite,mining,9.869642966834078,78.31972569264545,TAMIL NADU,Sivaganga,2.67190570317,PANDIYAN GRAPHITES INDIA LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
"07TMN23002
","ARIYUR NADU  (PROCNO.9414)
",Bauxite,mining,11.29677400650891,78.38895652569555,TAMIL NADU,Namakkal,2.8679388244,L.Nagamurali,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15066,JUPITER MINES,Limestone,mining,8.789483343481924,77.66016830269481,TAMIL NADU,Tirunelveli,4.81441494801,KRISHNAMURTHY K,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN29001,SIVALARPATTI  (LOVELY CHEMICALS),Limestone,mining,9.319064121445273,78.15081359301176,TAMIL NADU,Thoothukkudi,8.17073814783,MADRAS CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN14037,PERIYAKURICHI,Limestone,mining,11.290894424815829,79.19712301771054,TAMIL NADU,Ariyalur,58.6604428912,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28033,MOTHER EARTH MINERALS,Limestone,mining,10.853354758266159,78.10018077066368,TAMIL NADU,Karur,310.143148766,ELAMURUGU AV,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23033,SITTALANDUR,Limestone,mining,11.325860399291798,77.92991623258739,TAMIL NADU,Namakkal,2.7759135084,KARUNA MINES & MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23031,JAIHIND MINING CORP,Limestone,mining,11.301112360633038,77.98772736563772,TAMIL NADU,Namakkal,1.65611641891,GANESAMOORTHYC,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23034,VEERAKALIAMMAN MINES,Limestone,mining,11.130948688142665,78.09876382230142,TAMIL NADU,Namakkal,5.1213552769,KAVIARASUR.M.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23012,KUMARAN MINES & CHEMICALS,Limestone,mining,11.42862844515536,77.92279679132483,TAMIL NADU,Namakkal,1.91010876958,RATHINASABAPATHIS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN23004,SEERAPALLI,Magnesite,mining,11.203741256287525,77.95227885461281,TAMIL NADU,Namakkal,1.58085171586,EVERGREEN ENTERPRISES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11061,CHINNAGOUNDANUR,Limestone,mining,11.478738192210907,77.80930879136335,TAMIL NADU,Salem,4.67261194114,MAHALAKSHMI MINES & PULVERISERS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23022,SOWDHAPURAM,Limestone,mining,11.424070564473245,77.79464221256214,TAMIL NADU,Namakkal,1.24499198686,SRI MALLIGA MINES AND MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23035,PALLAKAPALAYAM  (GONO.55),Limestone,mining,11.46176720155499,77.78204744813728,TAMIL NADU,Namakkal,2.78579629634,MADRAS MINING AND MINERAL CORP,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN27002,PUNGANDURAI,Magnesite,mining,10.859343987103024,77.57663021692933,TAMIL NADU,Tiruppur,4.26377132555,SANKAR GANESANA.S,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN06021,KEERANUR,Limestone,mining,9.871655036907713,78.28922543167316,TAMIL NADU,Madurai,4.93984770714,PAKALA SURYANARAYANA RAO,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN38052,Periyathirukonam,Limestone,mining,11.066924517830415,79.15942839252763,TAMIL NADU,Ariyalur,74.81,The India Cements Ltd.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23024,NADANTHAI,Limestone,mining,11.19391893077295,77.98034669439384,TAMIL NADU,Namakkal,2.51596380604,ANDAVAR MINERALS AND INDUSTRIES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23025,PADAIVEEDU,Limestone,mining,11.451368972580719,77.8062173285689,TAMIL NADU,Namakkal,1.66344248214,NATIONAL MINES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23026,KODUR AGRAHARAM,Limestone,mining,11.243483862007174,78.0033102617289,TAMIL NADU,Namakkal,7.13505673961,SAKTHI MINING COMPANY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23028,ANNAMAR MINERALS,Limestone,mining,11.439943432747148,77.82196456842269,TAMIL NADU,Namakkal,1.16802764085,RAJKUMARJ,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23029,SELVI MINES,Limestone,mining,11.110510817623222,78.05006916612713,TAMIL NADU,Namakkal,0.8090572462,SELVIT,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23036,SOWDHAPURAM,Limestone,mining,11.439256034829102,77.78964070725473,TAMIL NADU,Namakkal,1.76185794317,TIRISUL MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN27001,PUNGANDURAI,Magnesite,mining,10.858083205396996,77.57755437878937,TAMIL NADU,Tiruppur,5.58937860681,BALADEVIEP,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN28001,KODANTHUR (NORTH),Magnesite,mining,10.929793351811606,77.80728514856861,TAMIL NADU,Karur,3.15128135274,NIRANJANA MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN28002,THENNILAI (EAST),Magnesite,mining,10.92990298528808,77.81010949373011,TAMIL NADU,Karur,1.88248230141,SRI BHUVANESHWARI MAGNESITE MINES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24029,PARAVAI  (GONO.4),Limestone,mining,11.295111392775576,79.05358178697557,TAMIL NADU,Perambalur,1.63281334773,ARUN CHEMICALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23037,PUDUPULIYAMPATTI,Limestone,mining,11.31694279263413,77.94001835435877,TAMIL NADU,Namakkal,2.4269449045,INDIANA MINES AND MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
"38TMN23039
","PALLAKAPALAYAM  
",Limestone,mining,11.462516929515198,77.78109878279228,TAMIL NADU,Namakkal,1.50248724409,Madras Mining And Mineral Corp.,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23046,UNJANAI,Limestone,mining,11.332817294313914,77.93298481163198,TAMIL NADU,Namakkal,1.23150650807,SRI AMMAN MINERAL TRADERS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23038,GM.MINES & MINERALS,Limestone,mining,11.327113259361722,77.92854792952278,TAMIL NADU,Namakkal,2.8624564894,MGANESAN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15043,THADIYAMPATTI  (GONO.1596),Limestone,mining,8.999077689512099,77.72233354484221,TAMIL NADU,Tirunelveli,20.4241770916,THE SOUTH INDIA MINES & MINERALS INDUSTRIES LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33008,GOWRI KUMAR & CO,Limestone,mining,10.756777136851595,78.06981480512837,TAMIL NADU,Dindigul,4.66125473289,GOWRI K,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN06022,PANAMOOPANPATTI,Limestone,mining,10.049961116847285,77.85216278743815,TAMIL NADU,Madurai,3.05687932641,THIRAVIYAMB,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07TMN11002,SHEVAROY MINES,Bauxite,mining,11.830308039071346,78.2280350711096,TAMIL NADU,Salem,195.798489432,MADRAS ALUMINIUM COLTD.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24058,OLAIPADI (WEST)      RCNO.17898,Limestone,mining,11.311876991639018,79.07326572819751,TAMIL NADU,Perambalur,1.30355971871,GR.MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28003,DEVAR MALAI,Limestone,mining,10.739722103175861,78.15247524002761,TAMIL NADU,Karur,1.45839640616,JM. MINES & MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN30019,PALAVANATHAM,Limestone,mining,9.537778441360063,78.0324718259838,TAMIL NADU,Virudhunagar,1.45161999003,RASHEE MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN30018,VIRUDHUNAGAR,Limestone,mining,9.57310944522806,77.92914875407315,TAMIL NADU,Virudhunagar,2.18978408011,PG.& SONS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33012,PALAYAM,Limestone,mining,10.729428695034372,78.1327703286221,TAMIL NADU,Dindigul,3.2573821749,SRI SHANMUGA MINES AND MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33026,ALAMBADI,Limestone,mining,10.767147611182255,78.05403129369225,TAMIL NADU,Karur,5.15550386286,GANESH MINERAL INDUSTRIES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33036,PANNIYA MALAI,Limestone,mining,10.243140092366335,78.27825888509071,TAMIL NADU,Dindigul,1.3550554409,BALAJI MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33037,PANNIYA MALAI,Limestone,mining,10.24072059292946,78.28445594200747,TAMIL NADU,Dindigul,2.15342360867,OM MURUGA MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33033,JM.KORBONATES,Limestone,mining,10.740256177660388,78.15037743110325,TAMIL NADU,Dindigul,3.00168389828,SHEIK ABDULLA J,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33038,SM.R.MINERALS,Limestone,mining,10.394540312601684,78.0062352186608,TAMIL NADU,Dindigul,1.65388832676,RAJAMANICKAM,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28018,RADHA CHEMICALS,Limestone,mining,10.944765939387096,78.44282518872875,TAMIL NADU,Tiruchirappalli,8.90906646034,PANNEERSELVAM K,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11100,THANGAM MINERAL ENTERPRISES,Limestone,mining,11.486365272763376,77.81946877273845,TAMIL NADU,Salem,1.26373653278,KANDASAMYK,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28019,VARAVANAI,Limestone,mining,10.751014059692341,78.22125196705802,TAMIL NADU,Karur,3.35405923845,MURUGESANP,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23050,SOWDHAPURAAM,Limestone,mining,11.417311348615204,77.79214004176573,TAMIL NADU,Namakkal,1.83192171635,INDIANA MINERALS & ALIIED INDUSTRIES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
28TMN06001,KEERANUR,Graphite,mining,9.864234936551876,78.30382257252997,TAMIL NADU,Sivaganga,14.8734782496,THIRUNAVUKKARASUV,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
28TMN32001,PUDUPATTY,Graphite,mining,9.887095177550448,78.45326559050734,TAMIL NADU,Sivaganga,0.678782351514,SAAK TRADING COMPANY,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23053,Dhandapani Cement (GONO.168),Limestone,mining,11.461122453366734,77.80359398898976,TAMIL NADU,Salem,7.56052248683,Nallannasamy. P,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN23051,SRI LAKSHMI MINES AND MINERALS,Limestone,mining,11.12006634886109,78.15655568059215,TAMIL NADU,Namakkal,0.899097155509,LAKSHMI NATARAJAN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11080,SRI AMMAN MINES,Limestone,mining,11.520072810778538,77.8675267511038,TAMIL NADU,Salem,3.8034533318,TAMARAISELVIS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24010,PERALI (SOUTH) (MARUVATHUR),Limestone,mining,11.214641893844998,78.94991720987743,TAMIL NADU,Perambalur,3.65364846395,SARAVANANS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33015,PANNIYA MALAI,Limestone,mining,10.247675770704333,78.28962939221901,TAMIL NADU,Dindigul,0.472499019487,SEKAR ENTERPRISES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33016,ULLIYAKOTTAI,Limestone,mining,10.694704711037092,78.07659945411326,TAMIL NADU,Dindigul,86.5601534672,ROCK FIELD MINING CO,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28050,VARAVANAI,Limestone,mining,10.752181223269643,78.23129543013066,TAMIL NADU,Karur,1.40999588665,SUBBIAHN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11081,SRI SIVASAKTHI MINERALS,Limestone,mining,11.482172829699959,77.78771931016018,TAMIL NADU,Salem,1.69394517772,NANJAPPANN,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11083,MORUR,Limestone,mining,11.446487831412744,77.85227686626425,TAMIL NADU,Salem,1.03763713289,SEKAR ENTERPRISES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN03001,SRI SHIIVAA MINES,Limestone,mining,12.286224608800266,78.45365619158294,TAMIL NADU,Krishnagiri,1.49892034975,RAJENDRANM,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN14052,NEIKULAM,Limestone,mining,11.048584832924542,78.82771655374422,TAMIL NADU,Tiruchirappalli,1.43881541906,ARUN CHEMICALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
"38TMN30025
","SUNDEEP MINERAL CORPORATION
",Limestone,mining,9.497399673817513,78.10366788614196,TAMIL NADU,Virudhunagar,1.43813581774,Natarajan. S (Sundeep Mineral Corporation),Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24016,PERALI (SOUTH),Limestone,mining,11.202469393790633,78.95393871824821,TAMIL NADU,Perambalur,1.75997200801,OM SAKTHI GRANITES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11079,SELVAMANI MINERALS       (GONO.117),Limestone,mining,11.484240351629916,77.7931236093962,TAMIL NADU,Salem,1.54951941789,CHELLAPPANP,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15028,THENMALAI,Limestone,mining,9.328983886423716,77.54062822727762,TAMIL NADU,Tirunelveli,0.642930158083,RENUGA CHEMICALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15104,SELLIANALLUR (GONO.70),Limestone,mining,8.89200526444191,77.70787861223374,TAMIL NADU,Tirunelveli,4.23875101238,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN06018,"TKOKKULAM, S.P.NATHAM, & UTHAPPANAICKANUR",Limestone,mining,9.741484683340007,78.06192543494174,TAMIL NADU,Madurai,3.60355856668,BALAJI MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24044,VARAGUPADI,Limestone,mining,11.156681513588483,78.90727065576462,TAMIL NADU,Perambalur,3.26781894815,PRABHU G  (DALMIA CEMENTS LIMITED),Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33017,GLOBAL MINES & MINERALS,Limestone,mining,10.700776252059816,78.05553597638963,TAMIL NADU,Dindigul,1.94799556994,MURUGESANP,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33018,KARIKALI,Limestone,mining,10.705686936610899,78.08238754737994,TAMIL NADU,Dindigul,0.587923253048,MS.K.MINERALS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
07TMN11003,KOLLI HILLS (GONO.1583),Bauxite,mining,11.295886097477727,78.36506658238216,TAMIL NADU,Namakkal,129.864913159,MADRAS ALUMINIUM COLTD.,Private,Opencast,Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33019,SAKTHI MINES,Limestone,mining,10.768737643212383,78.0543688997295,TAMIL NADU,Dindigul,4.15347799514,SAKTHI MINES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11065,MORUR,Limestone,mining,11.4456698933727,77.85375281828459,TAMIL NADU,Salem,2.68151254224,SEVEN HILLS MINING SYNDICATE,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15063,PANDAPULI (PROCNO.56),Limestone,mining,9.329490910441876,77.5496460470916,TAMIL NADU,Tirunelveli,2.31035365877,MURALI ENTERPRISES,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28014,SRI GANESH MINING WORKS,Limestone,mining,10.789287320076673,78.04994268105104,TAMIL NADU,Karur,4.46858011503,SRI GANESH MINING WORKS,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
39TMN11014,UNIVERSAL MINING CORPNLTD.,Magnesite,mining,11.723570461346926,78.16511834993082,TAMIL NADU,Salem,2.74567105833,RAJKUMARG,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN28025,MELAPAGUTHI,Limestone,mining,10.747147092117595,78.18675329019568,TAMIL NADU,Karur,2.10994316157,DHANAPAL E,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11087,MAX MINING SYNDICATE  (GONO.62),Limestone,mining,11.449917254481434,77.98768214057087,TAMIL NADU,Namakkal,0.635239467198,SARASWATHM,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN14062,MELARASUR,Limestone,mining,11.001752546829822,78.94399945610871,TAMIL NADU,Tiruchirappalli,2.70630197659,PARKKAVAN PACHAMUTHUDR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN31008,SIVALARPATTI (GO - 513) (LOVELY CHEMICALS),Limestone,mining,9.317346135252498,78.15114601521157,TAMIL NADU,Thoothukkudi,7.56257178525,MADRAS CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15042,SELLIANALLUR       (GONO.876),Limestone,mining,8.88691406418042,77.70917553686671,TAMIL NADU,Tirunelveli,4.77979432397,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15086,SELLIANALLUR                (GONO.422),Limestone,mining,8.88591842120003,77.70908009574588,TAMIL NADU,Tirunelveli,3.54928115367,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN15112,PANDAPULI        (GONO.107),Limestone,mining,9.324648172445,77.54884454931,TAMIL NADU,Tirunelveli,7.67991726833,TANCEM,SPSU,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN30012,KANJAMPATTI                     (PRNO.4113),Limestone,mining,9.20356810482365,77.91970494009408,TAMIL NADU,Virudhunagar,4.44498423816,PALANI MURUGEANS.K,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24045,PERIYATHIRUKONAM,Limestone,mining,11.06504960424303,79.15888015882598,TAMIL NADU,Ariyalur,4.60188572733,SHANMUGAMC.R,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN24046,UNJINI,Limestone,mining,11.227218193103045,79.19202249615306,TAMIL NADU,Ariyalur,21.4621760677,CHETTINAD CEMENTS CORPN LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN33028,ESWAR MINERALS AND CHEMICALS,Limestone,mining,10.746747462329733,78.06232897198294,TAMIL NADU,Dindigul,2.1884710396,SELVAMN.K.M,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN30041,PANNAIMOONDRADAIPPU   (RCNO.905),Limestone,mining,9.572583298296136,78.12590838749774,TAMIL NADU,Virudhunagar,1.35825477511,PALANISAMYR,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11027,VEERACHIPALAYAM     (PRNO.7947),Limestone,mining,11.472399621928991,77.78876673007098,TAMIL NADU,Salem,7.83848890386,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
38TMN11019,PALLAKAPALAYAM        (GONO.75),Limestone,mining,11.466847620370409,77.78467016269845,TAMIL NADU,Namakkal,11.5464750277,THE INDIA CEMENTS LTD,Private,Opencast,Non-Metallic,NGDR_MajorLease2022,centroid_from_NGDR_lease_polygon
